1391			102
400	
	495
31699	cosplay	1
32751	d	1
1390	d34747	100
3201	dashuaitucao	1
1382	decoration	100
1682	e	3
28607	elaine	1
1346	endText	100
1418	entText	100
23812	es	1
33034	ethics	1
1310	fff	100
1354	filter	100
1362	float	100
1311	font	100
31914	from	1
9887	fzwb	1
32846	gcxxjgzh	2
23621	get	1
30968	gov	1
10524	guanhaijieju	1
18886	haiwainet	1
1363	height	100
1319	hidden	100
1322	hover	100
3733	hpa	1
1407	http	100
11002	iPhone	1
1396	img1	100
1329	img14	100
1381	info	100
1422	left	100
1316	li	100
1379	line	100
1330	list	100
24451	lotte	1
3343	m	3
1388	margin	100
22721	minghui	1
4344	ml	1
10947	mm	1
1165	mmHg	1
33041	more	1
3319	n	1
16938	nbdnews	2
1365	netease	100
1383	none	100
32857	of	6
19149	offer	1
12363	ofo	2
1350	on	100
1404	opacity	100
20644	or	2
1312	overflow	100
1416	overlay	100
1377	padding	100
1406	play	100
26667	pm2	1
1380	png	100
1419	position	100
1372	progid	100
1369	px	100
17924	qiaodan	1
1334	relative	100
1332	right	100
27994	rumor	1
3277	s	2
22149	shinjun1999	1
1367	size	100
1385	solid	100
1375	src	100
1313	style	100
33048	teach	1
1307	text	100
9934	thecover	1
2860	thepaper	3
22131	to	3
1357	top	100
32744	unsw	1
1415	url	100
17920	vanka	1
1335	video	100
1387	visited	100
30368	vivo	1
31642	waishier	1
1371	width	100
10948	work	1
2862	www	4
31657	xjb	1
13042	xxxxx054	1
13074	xxxxx076	1
22741	zhao	1
1384	zhuzhan	100
1355	{	100
4158	|	2
1420	}	100
4187	~	14
845	·	54
23504	×	2
1637	é	2
2531	—	102
4681	‘	49
4755	’	50
122	“	551
210	”	551
1155	…	59
12818	‰	6
6450	℃	5
3667	Ⅰ	4
12546	Ⅱ	4
3619	Ⅲ	3
17819	Ⅳ	1
26907	Ⅴ	1
16085	→	1
28328	↓	2
27926	①	3
27925	②	3
28095	③	2
28071	④	2
28039	⑤	2
28124	⑥	2
28097	⑦	2
5506	□	1
25575	▲	1
9680	△	1
23771	●	1
14472	★	1
7683	　	11
536	、	582
182	。	682
25126	〈	3
25296	〉	3
138	《	259
35	》	259
20201	「	1
20200	」	1
1374	【	102
1395	】	102
337	一	293
7478	一一	4
7132	一丁	1
30462	一万五	1
29367	一万元	1
17216	一万块	1
3463	一万多元	2
6582	一万步	1
3152	一下	54
24405	一下头	1
4122	一下子	13
29748	一下子打	1
14244	一下手	1
19061	一业	1
11082	一丝	4
32464	一两个	1
12396	一两句	1
11041	一两年	5
32335	一两次	1
22755	一两页	1
954	一个	307
9980	一个个	7
31199	一个五十多岁	2
11330	一个亿	3
30287	一个劲	1
10198	一个劲儿	1
7816	一个半	2
13871	一个半月	6
12750	一个名	1
17376	一个多	2
5487	一个多月	7
745	一个月	23
27400	一个点	2
6396	一个男孩	2
25078	一个集	1
17510	一中	2
33037	一串	1
19850	一举	2
6672	一举一动	1
24737	一九九二年	1
24763	一九九四年	1
30395	一九二七年	1
8029	一争	1
255	一事	27
18757	一二三	1
678	一些	229
26453	一亩	2
15771	一亿	1
12909	一亿人	1
15577	一代	6
23403	一代人	1
18273	一以贯之	2
5002	一件	29
23793	一任	1
1487	一份	43
23573	一会	1
3588	一会儿	6
294	一位	80
7781	一体	7
7362	一体化	13
15978	一例	3
24212	一侧	2
22521	一倍	2
642	一元化	1
1047	一共	16
7077	一具	2
7452	一再	7
21049	一再强调	2
20997	一出	3
27647	一刀	2
18008	一刀切	4
20619	一分	1
6624	一分钱	3
3706	一切	24
7138	一则	13
3521	一刹那	1
3518	一刻	4
7017	一前一后	1
4234	一副	4
6980	一动不动	1
15274	一劳永逸	2
6605	一勺	1
4304	一包	2
29195	一千	1
26022	一千万	1
27825	一千亩	1
12245	一千多万	2
12220	一千多年	1
3312	一半	24
27054	一卡通	1
8887	一双	4
2155	一口	4
9957	一口气	5
4554	一句	21
24412	一只	2
4407	一台	8
7376	一号	4
1694	一同	12
1493	一名	99
7136	一向	4
15879	一吨	1
4789	一员	6
8709	一周	8
13543	一周年	3
20865	一味	2
26238	一哄而上	1
25612	一哄而起	1
24461	一哥	1
13571	一国两制	7
12327	一圈	3
13668	一地	2
3053	一场	31
3196	一块	19
32362	一块块	1
33028	一堂	1
21885	一堂课	1
3349	一堆	9
27224	一墙之隔	1
3289	一声	9
18094	一声令下	1
3230	一声声	1
2059	一处	14
29651	一多半	1
2068	一夜	6
20171	一夜之间	4
24842	一夜情	1
1242	一大	11
4215	一大块	1
12124	一大堆	3
6046	一大截	1
20343	一大批	4
3038	一大早	4
18890	一大步	1
4632	一天	34
19569	一天到晚	1
29145	一天天	1
3926	一头	2
7844	一套	19
27792	一如既往	2
28721	一委	1
3085	一字排开	1
16825	一季度	8
2118	一定	123
12016	一审	9
20530	一审判决	1
959	一家	55
21000	一家之言	1
10150	一家人	5
12364	一家子	1
3860	一对	10
31542	一对一	2
33169	一封	1
23169	一封信	1
23854	一尊	1
1169	一小	3
19125	一小半	1
24332	一小块	1
21721	一小撮	1
97	一小片	1
24538	一尺	1
9481	一局	1
2301	一层	4
5271	一层楼	1
26155	一届	2
17217	一岁	2
15137	一岗双责	2
25428	一己	1
7064	一巴掌	2
32334	一帆风顺	1
4169	一带	31
29037	一席之地	1
26975	一席话	1
20078	一帮	1
26036	一帮人	1
18023	一幅	2
5691	一幕	6
856	一幢	2
670	一年	109
16976	一年一度	6
32488	一年到头	1
18111	一年半载	2
32315	一年四季	1
5540	一年级	2
11896	一并	3
7032	一床	4
5119	一应俱全	2
28648	一府	1
28653	一府两院	1
9396	一度	19
9510	一座	14
15745	一开	3
4015	一张	27
15906	一张一弛	2
28991	一张白纸	1
13223	一律	6
21903	一心	2
26003	一意孤行	2
15466	一战	1
3778	一户	8
5049	一所	12
4032	一扇门	2
6536	一手	10
17837	一打	1
11369	一批	33
3792	一把	15
12588	一把手	9
15088	一抓到底	1
32147	一拍即合	1
15782	一招	5
19956	一捆	1
32569	一排	2
3265	一排排	3
16019	一控	2
27549	一揽子	2
24059	一播	1
1616	一支	3
32443	一教就会	1
22100	一整天	1
10688	一整套	3
4854	一文	3
29808	一新	1
10241	一方	21
5447	一方平安	1
9727	一方面	54
4126	一旁	6
11187	一无所知	3
9463	一无所获	1
19058	一无是处	1
7668	一日	3
17285	一日三餐	1
12464	一旦	26
9773	一早	6
5664	一时	13
31435	一时一事	1
10197	一时冲动	3
19581	一时半会	2
26635	一时无两	1
3404	一时间	4
23053	一是	1
29170	一曲	1
30450	一月	1
15898	一月份	1
17427	一朝一夕	1
26031	一期	2
22177	一本	7
22203	一本正经	1
11545	一朵	2
965	一条	41
21698	一条龙	2
12338	一来	2
32151	一松	1
8284	一枚	17
29485	一枝独秀	1
23620	一枪	2
9047	一架	4
11467	一栋	4
4691	一栏	6
964	一样	88
3234	一根	11
10997	一案	8
26750	一桌	1
7170	一桩	3
3434	一棵	1
3354	一棵树	3
3071	一楼	10
5254	一概	4
20075	一概而论	2
23617	一模一样	1
2376	一次	76
11148	一次性	10
10395	一次次	2
8086	一款	5
28345	一正	1
81	一步	54
19402	一步一个脚印	1
19120	一步到位	1
15284	一步步	4
6695	一段	22
15699	一段时间	20
19212	一段路	1
29212	一沓	1
16860	一波	1
32482	一派	1
15605	一流	5
15593	一流大学	4
19235	一清二楚	2
2337	一点	61
5369	一点多	1
3374	一片	9
10042	一片汪洋	2
3631	一片狼藉	5
18989	一玩	1
32954	一班	1
4295	一瓶	4
15599	一生	2
31577	一男一女	1
5635	一番	11
19532	一百	1
13552	一百万	2
24731	一百二十多	1
26137	一百四十九	1
3094	一百多	3
16454	一百年	4
9763	一百户	1
10228	一监区	1
4278	一盒	1
2266	一直	141
19446	一看	3
20634	一眼	1
15628	一瞥	1
4408	一瞬间	1
13912	一知半解	3
25441	一石激起千层浪	1
29146	一碗	1
20055	一票	1
389	一种	80
27413	一窝蜂	1
13242	一站式	1
22088	一章	3
13198	一端	2
7334	一笔	15
29194	一笼	1
17954	一等	2
29772	一等奖	1
32469	一筐	1
13689	一策	2
32591	一箱	1
4544	一篇	14
8514	一米	1
14407	一类	9
21705	一粒	1
4657	一系列	48
32129	一紧	1
8863	一级	9
24816	一纸	2
28837	一纸空文	1
5861	一线	25
3028	一组	14
13434	一经	6
20145	一统天下	1
12767	一罐	2
22944	一网打尽	1
10977	一群	5
2763	一股	6
28921	一股脑	1
6379	一胎	2
14185	一脉相承	1
6246	一脸	2
7279	一致	19
25349	一致同意	1
16799	一致性	3
15281	一致意见	3
5796	一般	58
12254	一般性	13
11371	一般来讲	8
14045	一般来说	6
29457	一般而言	1
15901	一色	1
25040	一节	1
29441	一节课	1
29868	一草一木	1
26623	一落千丈	1
9944	一行	8
30422	一袋	1
27648	一要	2
31281	一见倾心	1
32103	一见钟情	1
16306	一视同仁	5
9600	一角	2
8542	一触即发	1
28445	一言一行	1
11109	一言不发	3
19719	一言九鼎	1
31428	一说	1
26269	一败涂地	2
16079	一贯	10
25221	一贯主张	1
23260	一贯性	1
3420	一起	76
12449	一趟	3
4725	一路	30
11262	一路上	4
25092	一蹴而就	2
6580	一身	3
11142	一轮	3
306	一辆	26
9645	一辆车	3
24515	一辈	2
1127	一辈子	8
324	一边	19
26275	一边倒	1
19001	一连	1
15390	一连串	4
21400	一通	2
22138	一遍	6
6990	一道	12
29828	一道道	1
14144	一部	16
7505	一部分	29
17364	一重	1
18553	一金	2
14801	一针见血	1
20830	一锅粥	2
16195	一锤定音	1
5665	一间	8
1963	一队	1
3968	一阵	4
28976	一阵子	1
31625	一阵阵	1
4019	一阵雨	1
3713	一阵风	2
20006	一集	1
10579	一雪前耻	1
10119	一面	9
29045	一面之缘	1
14254	一页	2
21060	一顶	3
13714	一项	40
17213	一顿	2
10163	一顿饭	1
7176	一颗	7
1608	一餐	3
1519	一餐饭	1
21315	一首	2
20128	一首歌	1
21019	一齐	2
4492	丁占武	1
14841	丁坤	1
21873	丁志诚	1
29409	丁新	1
23658	丁某	2
5781	丁磊	1
16782	丁锦希	1
13055	七	8
24778	七一	1
28652	七万多	1
8389	七下	1
13013	七个	6
31999	七亩	2
12458	七八个	3
32374	七八位	1
12227	七八十岁	1
28649	七八千	1
29188	七化建	1
17273	七十	1
26108	七十年	1
20211	七十年代	1
23983	七十条	1
29382	七千元	1
19081	七台河	1
2656	七国	1
33323	七国集团	1
5238	七天	2
27306	七岁	1
17007	七年	5
7913	七座	1
25453	七成	1
30578	七日	1
11621	七旬	5
32943	七楼	1
13892	七次	2
2903	七点	1
4975	七组	1
9827	七里坪	1
8555	七里河	4
30710	七项	2
254	万	113
5234	万一	4
1756	万东	1
15058	万个	9
3137	万亩	10
9892	万人次	10
15366	万亿	6
14745	万亿元	17
18208	万亿美元	7
23266	万亿韩元	7
12004	万件	12
16264	万众	4
18456	万众一心	2
28040	万众瞩目	1
8432	万余	3
28598	万余件	1
13245	万余份	2
13014	万余元	3
8446	万余名	1
31389	万余斤	1
13158	万余条	1
20267	万例	1
29	万元	64
10824	万公里	3
13182	万公顷	1
30110	万分之	1
31859	万千	1
18794	万千瓦	2
14818	万名	4
29296	万后	1
7354	万吨	8
25021	万吨级	2
5087	万块	1
12291	万多	6
17393	万多亿	3
14958	万多元	2
9128	万头	1
10803	万套	6
19038	万宝	2
16135	万家	4
21278	万家灯火	1
14006	万对	1
22200	万峰	1
5886	万左右	8
1947	万平方	1
17820	万平方公里	1
3740	万平方米	6
16772	万年	1
6418	万幸	1
32844	万庆	2
13956	万张	1
9127	万户	10
21753	万所	1
27391	万日元	1
9102	万条	2
5697	万某	1
9139	万株	1
19261	万次	1
19963	万港元	1
25205	万澳元	1
11618	万瓶	2
19007	万科	2
9101	万立方米	2
6934	万粒	1
22740	万维网	1
834	万美元	9
12224	万美金	1
30696	万股	1
318	万能	1
25300	万象	1
26843	万象更新	1
14654	万辆	2
17493	万里长征	1
8806	万间	1
20814	万集	1
24145	万韩元	4
6243	丈夫	16
2920	三	113
29396	三万	1
29380	三万元	1
23841	三万年	1
1597	三个	71
18544	三个代表	2
13708	三中	5
4587	三中全会	6
1722	三九	1
18197	三五个	1
268	三五年	5
12319	三五百	1
25365	三亚	1
24971	三代	1
28378	三代人	2
1144	三令五申	1
15130	三件	4
16947	三位	4
17074	三位一体	2
6383	三倍	1
16650	三八	1
11413	三公	5
24091	三六九等	1
15955	三农	5
28762	三刀	1
15364	三分	2
14912	三分之一	8
17815	三化	1
31235	三匹	1
10223	三十多岁	1
11856	三十多年	1
22702	三十天	1
15603	三十年	5
32001	三十斤	1
19045	三十日	1
15519	三十而立	1
12535	三千万	2
17347	三千块	1
12142	三千多年	1
21345	三千里	1
15361	三去	5
6256	三口	2
27589	三句	2
29765	三号	1
9852	三名	6
24330	三周	2
15389	三四	8
29339	三四万	1
3232	三四个	4
21606	三四十万元	1
17329	三四千	1
27318	三四年	2
15570	三四点	1
9032	三四百米	1
25116	三国	2
6952	三地	4
29922	三地中	1
27823	三场	2
16689	三块	2
9451	三处	2
7673	三大	22
1299	三天	10
5508	三天三夜	1
25003	三套	2
19012	三季度	1
18913	三审	5
31273	三室两厅	1
13077	三家	6
15257	三局	1
6084	三层	1
7405	三届	5
16485	三岁	5
29362	三岁时	1
25707	三峡	1
29555	三峡工程	1
25711	三峡库区	1
27073	三市	1
7313	三年	23
31749	三年级	2
31084	三度	1
19692	三思	2
5498	三所	1
2496	三把	1
15677	三招	1
10078	三教	1
19157	三方	3
19032	三日	1
16355	三明	1
20727	三明市	1
25485	三星	3
24606	三星集团	3
22850	三月	4
21783	三期	1
12027	三权	3
6696	三条	4
4539	三杰	1
18410	三板	1
4145	三样	1
10529	三档	2
11174	三次	10
21323	三步	1
15639	三步走	2
28733	三毛	2
27091	三河市	1
8179	三点	6
31227	三环	1
16375	三甲	2
17135	三百六十行	2
22875	三百多	1
6942	三省	2
5968	三种	7
19484	三等功	2
10611	三箱	1
19879	三类	4
6562	三级	7
5820	三线	6
19637	三结合	1
31460	三缺一	2
14432	三者	1
13969	三胎	1
6346	三胞胎	1
15845	三要	4
29996	三观	1
24539	三角形	2
15722	三课	1
23054	三起	2
23174	三轮	2
3928	三轮车	6
17245	三轮车夫	1
29549	三连冠	2
2064	三里	2
8979	三重	2
26783	三量	1
27703	三铁	1
10117	三门峡	1
8809	三门峡市	1
8685	三间	2
18041	三限	1
6373	三院	1
5343	三陪	1
19172	三面	1
15125	三项	3
515	上	434
15910	上一年	6
3108	上下	11
5160	上下学	1
9395	上下游	1
19507	上下班	2
13216	上下级	1
27291	上不起	1
31803	上个世纪	1
22713	上个月	1
27826	上为	1
11245	上交	3
2509	上任	23
22095	上位法	2
17715	上住	1
14717	上作	3
17118	上做	2
24175	上全	1
31907	上写	1
5481	上初	1
28711	上到	1
5496	上前	7
12232	上加	1
21351	上劲	1
12450	上千年	1
2040	上升	32
25408	上升期	1
175	上午	113
29915	上半场	1
5010	上半年	8
12208	上卖	1
3865	上压	1
2999	上去	9
2639	上台	12
25366	上合	1
18681	上同	2
10032	上后	1
17890	上向	1
6077	上周	6
5584	上周五	1
1670	上周四	1
28049	上周日	1
17594	上在	2
6366	上场	1
29454	上均	2
27263	上大	4
10521	上头	2
5197	上学	13
12561	上官	2
6749	上家	1
9063	上寺	1
9050	上寺坪	1
10334	上将	5
27170	上届	2
11353	上山	6
32545	上山下乡	1
11559	上岗	1
9551	上岸	2
7655	上市	8
1782	上市公司	12
21029	上帝	3
12970	上年	10
30811	上床	2
23018	上建	2
19543	上当	1
21832	上戏	1
4370	上房	2
33261	上所	1
28179	上扬	1
13697	上找	1
7438	上报	5
27787	上教	1
7864	上方山	1
32093	上旬	1
27995	上星期	1
23730	上映	1
29486	上月	2
15484	上月底	1
24519	上有	1
29444	上期	1
10052	上来	12
23564	上架	1
5185	上查	1
3734	上次	5
10480	上比	1
4759	上水	1
30444	上浮	1
1861	上海	66
29410	上海交通大学	1
22118	上海大学	1
5889	上海市	13
22081	上海市人大常委会	2
5816	上海市人民政府	3
28248	上海市委	2
28244	上海市政协	1
29562	上海市政府	2
31727	上海市教委	1
29578	上海市浦东新区	1
23633	上海市第一中级人民法院	1
23695	上海师范大学	1
29341	上海浦东	1
2626	上涨	25
5811	上涨幅度	2
7658	上游	8
6274	上演	3
10041	上爬	1
22130	上现	2
2873	上班	16
21791	上班族	4
11511	上班时间	1
26410	上用	2
22760	上画	1
26595	上益	1
15182	上看	19
23	上种	1
23976	上称	2
2427	上空	4
4837	上级	7
19666	上级领导	1
14981	上线	6
30432	上缴	1
18771	上网	8
9171	上行	3
31388	上衣	1
8161	上要	3
33018	上观	1
28467	上访	2
7283	上诉	7
30264	上诉人	1
28602	上诉期	1
2450	上课	12
19340	上调	6
31282	上身	1
2153	上车	4
16419	上转	1
28694	上过	2
765	上述	51
29961	上述情况	1
24569	上部	2
27984	上金	1
28486	上门	3
6102	上限	12
5199	上面	20
23569	上麦	1
368	下	262
27373	下一代	1
25184	下一阶段	1
29132	下七	1
20671	下不为例	1
15715	下不去	1
32399	下不来	1
22826	下不来台	1
17131	下个月	5
15935	下乡	4
21802	下二	1
25025	下令	2
23779	下任总统	1
17094	下决心	3
2801	下击	2
32964	下划线	3
10500	下列	4
20288	下功夫	5
1030	下午	115
22340	下半	1
29913	下半场	1
10474	下半年	9
30604	下单	2
433	下去	29
8873	下发	11
20483	下同	3
31293	下后	1
6504	下周	6
21855	下回	1
28306	下图	1
17451	下场	1
16410	下基层	1
20677	下大	1
28131	下大力气	2
24198	下头	1
5495	下学期	1
3344	下完	2
21414	下定决心	1
23782	下届	2
5801	下属	8
10580	下属单位	1
9818	下山	2
17621	下岗	1
27004	下岗工人	2
27818	下岗职工	1
19068	下工夫	4
6485	下待	1
15714	下得	1
31371	下心	1
3963	下意识	1
22804	下手	2
25026	下才	1
24102	下报	1
8646	下拨	3
30669	下挫	1
27596	下放	2
108	下方	4
8674	下旬	5
30691	下月	1
14298	下有	1
2671	下来	41
17909	下架	5
33004	下棋	1
3721	下楼	3
19710	下次	2
8488	下水	1
16417	下沉	3
9511	下泄	1
31796	下流	1
5901	下海	1
8471	下游	8
20369	下滑	5
1103	下班	6
31885	下用	1
19705	下知	1
8868	下称	4
16385	下移	1
19684	下级	1
6827	下线	2
20127	下药	1
28479	下落	1
5526	下落不明	5
21265	下蛋	1
12284	下行	16
18744	下要	1
22973	下该	1
16497	下调	17
3815	下起	1
12151	下跌	9
32934	下跪	1
31380	下身	1
3568	下车	6
23540	下载	4
8879	下辖	1
6242	下达	9
23171	下过	1
6001	下降	48
14132	下限	10
151	下雨	4
2524	下面	18
17172	下风	1
31656	下马威	1
309	不	403
3662	不一会儿	1
17849	不一而足	1
5501	不上	4
31463	不下	2
13306	不严	3
20609	不为	1
30011	不为人知	1
31448	不为所动	1
5055	不久	20
5548	不久前	12
11460	不乏	8
23293	不乐意	3
5239	不了	26
33196	不了了之	1
15081	不予	9
4630	不予置评	1
27231	不争	1
31245	不二	1
24668	不交	1
32667	不亮	1
185	不仅	85
4626	不仅仅	11
6427	不仅如此	7
29180	不以为然	2
22945	不仿	1
11031	不休	1
4927	不会	108
6800	不但	15
18200	不低	4
986	不住	7
2258	不便	4
15765	不俗	2
4766	不值	2
28611	不偏不倚	1
148	不做声	2
10044	不停	8
12202	不像话	1
14005	不光	10
30893	不免	1
22280	不全是	1
26314	不公	4
20541	不具	1
1715	不再	41
5507	不准	5
14596	不减	6
4200	不出	5
21461	不出意外	3
12463	不分	2
8407	不利	11
12837	不利于	12
32166	不利因素	1
4875	不到	47
4116	不剩	1
8580	不力	10
15806	不办	1
22462	不务正业	2
14445	不动产	8
25765	不劳而获	1
23277	不卖	2
27515	不及	1
28437	不及格	2
21602	不受	2
11765	不变	9
7135	不可	23
18589	不可动摇	2
23402	不可名状	1
4714	不可思议	5
15411	不可或缺	3
6546	不可理喻	1
28716	不可违	1
18903	不可避免	2
16575	不可限量	5
7249	不合	3
25430	不合时宜	2
7743	不合格率	1
4651	不合理	15
111	不同	90
13633	不同之处	1
16327	不同于	5
13542	不含	1
20260	不含糊	1
31895	不善言辞	1
16140	不在乎	2
21635	不在少数	3
26425	不在意	1
10068	不均	2
7828	不堪	1
31621	不堪入耳	1
17089	不堪重负	3
317	不塌	1
5231	不备	1
4367	不复存在	1
20754	不多	1
5991	不多见	4
2054	不够	50
7738	不大	5
24710	不大不小	1
31802	不太会	1
19101	不太可能	1
29082	不太好	1
17602	不失	2
5529	不好	34
32512	不好受	1
5677	不好意思	2
21815	不好过	1
6014	不如	14
23701	不如意	2
3252	不妙	4
14097	不婚	1
20545	不孕	2
21668	不孕症	1
6555	不安	2
30343	不安分	1
32521	不定期	1
21896	不宜	4
16139	不实	6
14186	不容	3
25701	不容乐观	1
12822	不容忽视	5
27705	不容许	1
27939	不寒而栗	2
7011	不对	7
4111	不对劲	6
16934	不小	9
114	不少	124
17941	不尽	1
22684	不尽合理	1
17642	不尽相同	2
29238	不屑	1
10485	不屑一顾	2
24608	不巧	1
32296	不已	2
3478	不幸	5
5609	不幸遭遇	1
17462	不应	5
10199	不弃	1
15576	不强	4
22056	不当	4
582	不得	35
8473	不得不	19
14568	不得了	2
15485	不得人心	1
31636	不得已	2
6930	不得而知	2
19363	不必	5
22493	不必要	4
8495	不快	3
11623	不怎么	1
6723	不怕	2
20650	不息	1
15504	不惑之年	1
7220	不惜	4
3046	不想	22
15787	不愁	1
16617	不愁吃	1
16621	不愁穿	1
19527	不感兴趣	1
4711	不愿	2
24798	不慎	2
15179	不慢	2
18337	不懈	2
14369	不懈努力	4
14486	不成	6
17263	不折不扣	2
29479	不振	1
2036	不收	2
30777	不改	1
32114	不攻自破	1
3256	不敢	29
5562	不敢相信	2
3393	不料	3
18	不断	92
24819	不断创新	1
22068	不断加强	4
15143	不断完善	11
25137	不断扩大	4
23472	不断改进	2
10859	不断更新	2
15516	不断进步	1
25715	不施	1
19999	不无关系	1
28783	不早	1
6	不时	4
6753	不明	7
21023	不明朗	4
20422	不明飞行物	3
9025	不易	8
224	不是	169
17369	不显	1
33075	不景气	1
20560	不服	2
20124	不服气	2
19423	不服输	1
23431	不松	1
26734	不欢而散	1
11774	不止	9
29969	不正	1
14792	不正之风	2
14403	不求有功	1
21657	不法	1
5325	不法分子	4
19040	不涨	1
29293	不溯	1
5459	不满	16
23448	不满情绪	4
18095	不炒	1
7047	不然	2
16564	不爽	3
19712	不犯	1
18408	不理	1
17371	不生	2
4276	不用	25
12461	不用说	2
28574	不由自主	1
26119	不畅	1
23542	不留	2
16980	不疾不徐	2
28909	不相上下	1
11457	不相称	1
27319	不相适应	1
3584	不眠之夜	1
3222	不知	15
26221	不知不觉	1
2553	不知去向	1
31474	不知廉耻	1
7148	不知情	4
3429	不知所措	3
7737	不确定性	6
5525	不祥	1
29301	不禁	1
19519	不称职	1
15869	不稳定性	1
10358	不符	2
1572	不等	2
12393	不算	8
24243	不算数	2
351	不管	33
12385	不管怎么	2
23420	不紧	2
23291	不约而同	3
26568	不经	1
25133	不结盟	1
17004	不绝于耳	2
5550	不耐烦	2
291	不肯	3
6306	不育	3
20565	不育症	1
22384	不胜	2
7207	不胫而走	1
3533	不能	139
24920	不能不	3
25227	不能允许	1
15814	不能自己	1
5643	不良	10
23682	不良信息	1
17874	不良影响	3
17397	不良率	2
17440	不良行为	3
17416	不良贷款	2
18726	不良资产	2
10458	不菲	2
14315	不行	12
2311	不要	62
4081	不要命	1
3361	不见	7
12389	不见得	3
9191	不见踪影	1
20070	不解	2
15507	不言而喻	2
18141	不言自明	1
12299	不计成本	1
6538	不让	12
28471	不讲道理	1
10307	不许	3
20859	不论	5
6783	不论是	9
3348	不该	8
31298	不详	2
27246	不象	1
18790	不负	2
13916	不负责任	4
17224	不起	5
21565	不起作用	1
2254	不足	51
21086	不足之处	1
5208	不足以	3
19023	不跌	1
9656	不轨	1
3891	不轻	2
18442	不辱	1
124	不过	77
5114	不远	7
9500	不远处	3
22736	不退	2
9856	不适	5
8668	不通	2
29950	不速之客	1
32966	不道德	4
22030	不遗余力	1
12109	不错	12
26151	不长	2
1988	不长不短	1
9766	不间断	4
13618	不限	1
21495	不难	4
17700	不难理解	3
27645	不难看出	3
33183	不雅	1
18452	不靠	4
15412	不顾	9
14470	不高	2
22255	不高蹈	1
184	与	330
31807	与世隔绝	1
19704	与人为善	1
19605	与众不同	1
27612	与会	2
2664	与会代表	1
6421	与其	19
24446	与否	2
14131	与时俱进	9
28718	与此	1
2807	与此同时	25
27639	与此有关	2
16626	与此相反	1
16115	与非	3
32710	丑化	1
29224	丑女	1
20424	丑闻	6
30942	专	1
5866	专业	48
27814	专业人士	1
11797	专业人才	3
14620	专业化	7
27780	专业型	1
14609	专业性	6
18494	专业技能	1
24257	专业术语	1
11794	专业知识	1
20842	专业课	1
7491	专为	1
2027	专人	2
22881	专利	1
16212	专升本	1
27479	专员	2
16179	专场	1
12664	专委会	4
2420	专家	77
29906	专家型	1
15921	专家学者	5
22320	专家库	1
24648	专家建议	5
